Item Name,Listings,Price,Currency,Timestamp
Sealed Graffiti | Broken Heart (Wire Blue),37,0.51,CDN,2023-08-30 12:32:12.617119
Sealed Graffiti | OMG (Bazooka Pink),92,10.66,P,2023-08-31 09:57:04.319026
Sealed Graffiti | Shining Star (Tiger Orange),40,10.67,P,2023-08-31 09:57:04.319026
Sealed Graffiti | Little Bock (Dust Brown),37,10.71,P,2023-08-31 09:57:04.319026
Sealed Graffiti | Little Bock (Battle Green),30,10.72,P,2023-08-31 09:57:04.319026
Sealed Graffiti | Kiss (Jungle Green),63,10.74,P,2023-08-31 09:57:04.319026
Sealed Graffiti | Smirk (Desert Amber),63,10.82,P,2023-08-31 09:57:04.319026
Sealed Graffiti | Little Bock (Shark White),61,10.84,P,2023-08-31 09:57:04.319026
Sealed Graffiti | Applause (War Pig Pink),41,10.94,P,2023-08-31 09:57:04.319026
Sealed Graffiti | Little Bock (Wire Blue),46,10.96,P,2023-08-31 09:57:09.111781
Sealed Graffiti | Smirk (Cash Green),67,10.99,P,2023-08-31 09:57:09.111781
Sealed Graffiti | Goofy (Princess Pink),56,10.99,P,2023-08-31 09:57:09.111781
Sealed Graffiti | Little Crown (Bazooka Pink),66,11.09,P,2023-08-31 09:57:09.111781
Sealed Graffiti | BOOM (Violent Violet),30,11.10,P,2023-08-31 09:57:09.111781
Sealed Graffiti | Goofy (Wire Blue),36,11.13,P,2023-08-31 09:57:09.111781
Sealed Graffiti | Little Bock (Tiger Orange),33,11.32,P,2023-08-31 09:57:09.111781
Sealed Graffiti | Little Bock (Monarch Blue),43,11.43,P,2023-08-31 09:57:09.111781
Sealed Graffiti | Shining Star (Brick Red),46,11.43,P,2023-08-31 09:57:09.111781
Sealed Graffiti | Smirk (War Pig Pink),54,11.43,P,2023-08-31 09:57:09.111781
Sealed Graffiti | Little Bock (Cash Green),38,11.56,P,2023-08-31 09:57:11.832896
Sealed Graffiti | Little Bock (Frog Green),30,11.59,P,2023-08-31 09:57:11.832896
Sealed Graffiti | Applause (SWAT Blue),93,11.65,P,2023-08-31 09:57:11.832896
Sealed Graffiti | Kiss (Cash Green),33,11.70,P,2023-08-31 09:57:11.832896
Sealed Graffiti | Little Bock (Jungle Green),32,11.99,P,2023-08-31 09:57:11.832896
Sealed Graffiti | Goofy (War Pig Pink),53,12.10,P,2023-08-31 09:57:11.832896
Sealed Graffiti | Goofy (Monster Purple),32,12.16,P,2023-08-31 09:57:11.832896
Sealed Graffiti | Little Crown (Jungle Green),53,12.23,P,2023-08-31 09:57:11.832896
Sealed Graffiti | Lightbulb (Shark White),370,12.37,P,2023-08-31 09:57:11.832896
Sealed Graffiti | Happy Cat (Blood Red),35,12.37,P,2023-08-31 09:57:11.832896
Sealed Graffiti | Kiss (Battle Green),45,12.46,P,2023-08-31 09:57:16.020028
Sealed Graffiti | Goofy (Violent Violet),29,12.46,P,2023-08-31 09:57:16.020028
Sealed Graffiti | Kiss (Desert Amber),43,12.59,P,2023-08-31 09:57:16.020028
Sealed Graffiti | Little Bock (Brick Red),27,12.61,P,2023-08-31 09:57:16.020028
Sealed Graffiti | Smirk (Blood Red),65,12.69,P,2023-08-31 09:57:16.020028
Sealed Graffiti | OMG (Monster Purple),85,12.85,P,2023-08-31 09:57:16.020028
Sealed Graffiti | Goofy (Tracer Yellow),30,12.85,P,2023-08-31 09:57:16.020028
Sealed Graffiti | Smirk (Monster Purple),92,12.85,P,2023-08-31 09:57:16.020028
Sealed Graffiti | Shining Star (Monster Purple),37,12.85,P,2023-08-31 09:57:16.020028
Sealed Graffiti | Kiss (Frog Green),37,13.03,P,2023-08-31 09:57:16.020028
Sealed Graffiti | Little Bock (SWAT Blue),31,13.06,P,2023-08-31 09:57:18.724112
Sealed Graffiti | Smirk (Violent Violet),38,13.28,P,2023-08-31 09:57:18.724112
Sealed Graffiti | Shining Star (Shark White),82,13.29,P,2023-08-31 09:57:18.724112
Sealed Graffiti | Little Bock (War Pig Pink),33,13.41,P,2023-08-31 09:57:18.724112
Sealed Graffiti | Little Bock (Monster Purple),51,13.71,P,2023-08-31 09:57:18.724112
Sealed Graffiti | BOOM (Tracer Yellow),29,13.77,P,2023-08-31 09:57:18.724112
Sealed Graffiti | Applause (Shark White),52,13.98,P,2023-08-31 09:57:18.724112
Sealed Graffiti | Kiss (Wire Blue),75,13.99,P,2023-08-31 09:57:18.724112
Sealed Graffiti | Smirk (Princess Pink),35,14.10,P,2023-08-31 09:57:18.724112
Sealed Graffiti | Broken Heart (Dust Brown),55,14.10,P,2023-08-31 09:57:18.724112
Sealed Graffiti | Little Bock (Princess Pink),34,14.14,P,2023-08-31 09:57:21.938620
Sealed Graffiti | Applause (Blood Red),42,14.14,P,2023-08-31 09:57:21.938620
Sealed Graffiti | Happy Cat (Monster Purple),48,14.37,P,2023-08-31 09:57:21.938620
Sealed Graffiti | OMG (Blood Red),40,14.38,P,2023-08-31 09:57:21.938620
Sealed Graffiti | Shining Star (War Pig Pink),39,14.57,P,2023-08-31 09:57:21.938620
Sealed Graffiti | Chef Kiss (Blood Red),58,14.58,P,2023-08-31 09:57:21.938620
Sealed Graffiti | Broken Heart (Desert Amber),59,14.63,P,2023-08-31 09:57:21.938620
Sealed Graffiti | Goofy (SWAT Blue),41,14.72,P,2023-08-31 09:57:21.938620
Sealed Graffiti | Broken Heart (Jungle Green),66,14.74,P,2023-08-31 09:57:21.938620
Sealed Graffiti | Little Bock (Blood Red),29,14.74,P,2023-08-31 09:57:21.938620
Sealed Graffiti | Kiss (Monarch Blue),46,14.79,P,2023-08-31 09:57:39.565046
Sealed Graffiti | Broken Heart (Frog Green),44,14.79,P,2023-08-31 09:57:39.565046
Sealed Graffiti | Goofy (Monarch Blue),24,14.88,P,2023-08-31 09:57:39.565046
Sealed Graffiti | Broken Heart (Battle Green),78,14.88,P,2023-08-31 09:57:39.565046
Sealed Graffiti | Applause (Tracer Yellow),44,14.97,P,2023-08-31 09:57:39.565046
Sealed Graffiti | BOOM (Dust Brown),142,14.98,P,2023-08-31 09:57:39.565046
Sealed Graffiti | Little Bock (Desert Amber),36,15.19,P,2023-08-31 09:57:39.565046
Sealed Graffiti | Broken Heart (Cash Green),45,15.32,P,2023-08-31 09:57:39.565046
Sealed Graffiti | Broken Heart (Tiger Orange),42,15.38,P,2023-08-31 09:57:39.565046
Sealed Graffiti | Goofy (Blood Red),47,15.45,P,2023-08-31 09:57:39.565046
Sealed Graffiti | Smirk (Shark White),86,15.68,P,2023-08-31 09:57:41.231172
Sealed Graffiti | Goofy (Frog Green),21,15.69,P,2023-08-31 09:57:41.231172
Sealed Graffiti | Little Crown (Blood Red),33,15.72,P,2023-08-31 09:57:41.231172
Sealed Graffiti | BOOM (Desert Amber),148,15.88,P,2023-08-31 09:57:41.231172
Sealed Graffiti | Applause (Bazooka Pink),48,15.92,P,2023-08-31 09:57:41.231172
Sealed Graffiti | Kiss (Tracer Yellow),51,16.25,P,2023-08-31 09:57:41.231172
Sealed Graffiti | Shining Star (Blood Red),68,16.44,P,2023-08-31 09:57:41.231172
Sealed Graffiti | Kiss (Tiger Orange),51,16.60,P,2023-08-31 09:57:41.231172
Sealed Graffiti | Broken Heart (Tracer Yellow),59,17.15,P,2023-08-31 09:57:41.231172
Sealed Graffiti | Thoughtfull (Tracer Yellow),122,17.39,P,2023-08-31 09:57:41.231172
Sealed Graffiti | Little Bock (Tracer Yellow),41,17.53,P,2023-08-31 09:57:43.943853
Sealed Graffiti | Chef Kiss (Bazooka Pink),54,17.60,P,2023-08-31 09:57:43.943853
Sealed Graffiti | Goofy (Bazooka Pink),35,17.67,P,2023-08-31 09:57:43.943853
Sealed Graffiti | BOOM (SWAT Blue),118,17.86,P,2023-08-31 09:57:43.943853
Sealed Graffiti | BOOM (Blood Red),50,18.40,P,2023-08-31 09:57:43.943853
Sealed Graffiti | Shining Star (Violent Violet),426,18.71,P,2023-08-31 09:57:43.943853
Sealed Graffiti | Little Bock (Bazooka Pink),36,18.91,P,2023-08-31 09:57:43.943853
Sealed Graffiti | Shining Star (Bazooka Pink),41,19.14,P,2023-08-31 09:57:43.943853
Sealed Graffiti | Smirk (Tracer Yellow),59,20.26,P,2023-08-31 09:57:43.943853
Sealed Graffiti | Broken Heart (SWAT Blue),42,20.43,P,2023-08-31 09:57:43.943853
Sealed Graffiti | Little Bock (Violent Violet),21,20.73,P,2023-08-31 09:57:46.115863
Sealed Graffiti | Broken Heart (Monarch Blue),31,20.88,P,2023-08-31 09:57:46.115863
Sealed Graffiti | Smirk (Bazooka Pink),92,20.97,P,2023-08-31 09:57:46.115863
Sealed Graffiti | Broken Heart (Wire Blue),37,21.41,P,2023-08-31 09:57:46.115863
Sealed Graffiti | Hop (Frog Green),46,21.70,P,2023-08-31 09:57:46.115863
Sealed Graffiti | Hop (Wire Blue),69,21.74,P,2023-08-31 09:57:46.115863
Sealed Graffiti | Hop (Jungle Green),65,21.96,P,2023-08-31 09:57:46.115863
Sealed Graffiti | Kiss (War Pig Pink),45,22.15,P,2023-08-31 09:57:46.115863
Sealed Graffiti | Hop (Dust Brown),64,22.69,P,2023-08-31 09:57:46.115863
Sealed Graffiti | Hop (Cash Green),47,22.83,P,2023-08-31 09:57:46.115863
Sealed Graffiti | Hop (SWAT Blue),51,22.86,P,2023-08-31 09:57:49.796959
Sealed Graffiti | Hop (Brick Red),48,22.86,P,2023-08-31 09:57:49.796959
Sealed Graffiti | Hop (Desert Amber),72,23.04,P,2023-08-31 09:57:49.796959
Sealed Graffiti | Hop (Tiger Orange),61,23.06,P,2023-08-31 09:57:49.796959
Sealed Graffiti | Hop (Battle Green),71,23.06,P,2023-08-31 09:57:49.796959
Sealed Graffiti | Hop (Monarch Blue),57,23.81,P,2023-08-31 09:57:49.796959
Sealed Graffiti | Hop (Blood Red),70,24.30,P,2023-08-31 09:57:49.796959
Sealed Graffiti | Kiss (Violent Violet),42,25.01,P,2023-08-31 09:57:49.796959
Sealed Graffiti | Broken Heart (Shark White),35,25.48,P,2023-08-31 09:57:49.796959
Sealed Graffiti | Hop (Monster Purple),58,25.70,P,2023-08-31 09:57:49.796959
Sealed Graffiti | OMG (Battle Green),32,27.10,P,2023-08-31 09:58:04.904158
Sealed Graffiti | Hop (Princess Pink),70,27.60,P,2023-08-31 09:58:04.904158
Sealed Graffiti | Kiss (Monster Purple),67,28.10,P,2023-08-31 09:58:04.904158
Sealed Graffiti | Hop (Violent Violet),57,28.26,P,2023-08-31 09:58:04.904158
Sealed Graffiti | Goofy (Shark White),24,30.40,P,2023-08-31 09:58:04.904158
Sealed Graffiti | Hop (Bazooka Pink),94,30.73,P,2023-08-31 09:58:04.904158
Sealed Graffiti | Little Crown (Tracer Yellow),33,31.75,P,2023-08-31 09:58:04.904158
Sealed Graffiti | Broken Heart (Monster Purple),69,33.30,P,2023-08-31 09:58:04.904158
Sealed Graffiti | Broken Heart (Violent Violet),32,35.20,P,2023-08-31 09:58:04.904158
Sealed Graffiti | Hop (War Pig Pink),85,35.77,P,2023-08-31 09:58:04.904158
Sealed Graffiti | Broken Heart (War Pig Pink),65,37.17,P,2023-08-31 09:58:19.754166
Sealed Graffiti | Hop (Tracer Yellow),40,38.45,P,2023-08-31 09:58:19.754166
Sealed Graffiti | Broken Heart (Princess Pink),31,42.89,P,2023-08-31 09:58:19.754166
Sealed Graffiti | Hop (Shark White),60,42.89,P,2023-08-31 09:58:19.754166
Sealed Graffiti | Kiss (SWAT Blue),192,45.38,P,2023-08-31 09:58:19.754166
Sealed Graffiti | Kiss (Princess Pink),32,50.32,P,2023-08-31 09:58:19.754166
Sealed Graffiti | Kiss (Brick Red),27,53.61,P,2023-08-31 09:58:19.754166
Sealed Graffiti | Kiss (Shark White),165,53.71,P,2023-08-31 09:58:19.754166
Sealed Graffiti | Kiss (Bazooka Pink),19,55.56,P,2023-08-31 09:58:19.754166
Sealed Graffiti | Broken Heart (Bazooka Pink),20,55.56,P,2023-08-31 09:58:19.754166
Sealed Graffiti | Broken Heart (Brick Red),36,65.36,P,2023-08-31 09:58:20.861197
Sealed Graffiti | Shining Star (Tracer Yellow),34,76.47,P,2023-08-31 09:58:20.861197
Sealed Graffiti | Kiss (Blood Red),68,81.04,P,2023-08-31 09:58:20.861197
Sealed Graffiti | Broken Heart (Blood Red),68,81.95,P,2023-08-31 09:58:20.861197
Sealed Graffiti | Shining Star (Cash Green),56,0.18,CDN,2023-08-31 10:45:28.121387
Sealed Graffiti | Smirk (Frog Green),45,0.25,CDN,2023-08-31 10:45:28.121387
Sealed Graffiti | Shining Star (War Pig Pink),39,0.35,CDN,2023-08-31 10:45:28.121387
Sealed Graffiti | Little Crown (Bazooka Pink),66,0.26,CDN,2023-08-31 10:45:28.121387
Sealed Graffiti | Grimace (Violent Violet),62,0.17,CDN,2023-08-31 10:45:28.121387
Sealed Graffiti | Little Bock (Dust Brown),37,0.26,CDN,2023-08-31 10:45:28.121387
Sealed Graffiti | Smirk (Desert Amber),63,0.26,CDN,2023-08-31 10:45:28.121387
Sealed Graffiti | Happy Cat (Bazooka Pink),49,0.24,CDN,2023-08-31 10:45:28.121387
Sealed Graffiti | Chef Kiss (Desert Amber),144,0.12,CDN,2023-08-31 10:45:28.121387
Sealed Graffiti | Happy Cat (Dust Brown),72,0.17,CDN,2023-08-31 10:45:28.121387
Sealed Graffiti | BEEP (Dust Brown),110,0.10,CDN,2023-08-31 10:45:30.300878
Sealed Graffiti | BEEP (Brick Red),120,0.10,CDN,2023-08-31 10:45:30.300878
Sealed Graffiti | BEEP (Tiger Orange),218,0.10,CDN,2023-08-31 10:45:30.300878
Sealed Graffiti | Silver Bullet (Dust Brown),157,0.10,CDN,2023-08-31 10:45:30.300878
Sealed Graffiti | BEEP (Cash Green),188,0.10,CDN,2023-08-31 10:45:30.300878
Sealed Graffiti | Silver Bullet (SWAT Blue),106,0.10,CDN,2023-08-31 10:45:30.300878
Sealed Graffiti | BEEP (Desert Amber),163,0.10,CDN,2023-08-31 10:45:30.300878
Sealed Graffiti | Silver Bullet (Desert Amber),84,0.10,CDN,2023-08-31 10:45:30.300878
Sealed Graffiti | Bock Bock (Battle Green),110,0.11,CDN,2023-08-31 10:45:30.300878
Sealed Graffiti | Bock Bock (Frog Green),134,0.11,CDN,2023-08-31 10:45:30.300878
Sealed Graffiti | Bock Bock (Tiger Orange),66,0.11,CDN,2023-08-31 10:45:35.087450
Sealed Graffiti | Silver Bullet (Cash Green),151,0.11,CDN,2023-08-31 10:45:35.087450
Sealed Graffiti | BEEP (Wire Blue),134,0.11,CDN,2023-08-31 10:45:35.087450
Sealed Graffiti | BEEP (Bazooka Pink),105,0.11,CDN,2023-08-31 10:45:35.087450
Sealed Graffiti | BEEP (SWAT Blue),74,0.11,CDN,2023-08-31 10:45:35.087450
Sealed Graffiti | Bock Bock (Brick Red),98,0.11,CDN,2023-08-31 10:45:35.087450
Sealed Graffiti | BEEP (Frog Green),184,0.11,CDN,2023-08-31 10:45:35.087450
Sealed Graffiti | Silver Bullet (Jungle Green),167,0.11,CDN,2023-08-31 10:45:35.087450
Sealed Graffiti | Silver Bullet (Battle Green),156,0.11,CDN,2023-08-31 10:45:35.087450
Sealed Graffiti | BEEP (Jungle Green),162,0.11,CDN,2023-08-31 10:45:35.087450
Sealed Graffiti | Bock Bock (Dust Brown),183,0.11,CDN,2023-08-31 10:45:38.861135
Sealed Graffiti | Silver Bullet (Frog Green),154,0.11,CDN,2023-08-31 10:45:38.861135
Sealed Graffiti | BEEP (Monarch Blue),226,0.11,CDN,2023-08-31 10:45:38.861135
Sealed Graffiti | Bock Bock (Jungle Green),105,0.11,CDN,2023-08-31 10:45:38.861135
Sealed Graffiti | BEEP (Monster Purple),147,0.11,CDN,2023-08-31 10:45:38.861135
Sealed Graffiti | BEEP (Princess Pink),134,0.11,CDN,2023-08-31 10:45:38.861135
Sealed Graffiti | Silver Bullet (Princess Pink),115,0.11,CDN,2023-08-31 10:45:38.861135
Sealed Graffiti | Bock Bock (Wire Blue),138,0.11,CDN,2023-08-31 10:45:38.861135
Sealed Graffiti | BEEP (Battle Green),104,0.11,CDN,2023-08-31 10:45:38.861135
Sealed Graffiti | Silver Bullet (Tiger Orange),120,0.11,CDN,2023-08-31 10:45:38.861135
Sealed Graffiti | Bock Bock (Desert Amber),42,0.11,CDN,2023-08-31 10:45:55.028211
Sealed Graffiti | Bock Bock (War Pig Pink),109,0.11,CDN,2023-08-31 10:45:55.028211
Sealed Graffiti | Silver Bullet (Wire Blue),91,0.11,CDN,2023-08-31 10:45:55.028211
Sealed Graffiti | Bock Bock (Monarch Blue),79,0.11,CDN,2023-08-31 10:45:55.028211
Sealed Graffiti | Silver Bullet (Brick Red),96,0.11,CDN,2023-08-31 10:45:55.028211
Sealed Graffiti | Bock Bock (Cash Green),124,0.11,CDN,2023-08-31 10:45:55.028211
Sealed Graffiti | Bock Bock (Monster Purple),68,0.11,CDN,2023-08-31 10:45:55.028211
Sealed Graffiti | Silver Bullet (Monster Purple),87,0.11,CDN,2023-08-31 10:45:55.028211
Sealed Graffiti | BEEP (Shark White),138,0.12,CDN,2023-08-31 10:45:55.028211
Sealed Graffiti | OMG (Dust Brown),145,0.12,CDN,2023-08-31 10:45:55.028211
Sealed Graffiti | Silver Bullet (Tracer Yellow),131,0.12,CDN,2023-08-31 10:45:57.163891
Sealed Graffiti | OMG (SWAT Blue),163,0.12,CDN,2023-08-31 10:45:57.163891
Sealed Graffiti | OMG (Frog Green),115,0.12,CDN,2023-08-31 10:45:57.163891
Sealed Graffiti | Silver Bullet (Monarch Blue),106,0.12,CDN,2023-08-31 10:45:57.163891
Sealed Graffiti | Bock Bock (Princess Pink),57,0.12,CDN,2023-08-31 10:45:57.163891
Sealed Graffiti | Grimace (Jungle Green),63,0.12,CDN,2023-08-31 10:45:57.163891
Sealed Graffiti | Grimace (Dust Brown),54,0.12,CDN,2023-08-31 10:45:57.163891
Sealed Graffiti | Thoughtfull (Dust Brown),60,0.12,CDN,2023-08-31 10:45:57.163891
Sealed Graffiti | Grimace (Cash Green),62,0.12,CDN,2023-08-31 10:45:57.163891
Sealed Graffiti | Silver Bullet (Shark White),77,0.12,CDN,2023-08-31 10:45:57.163891
Sealed Graffiti | Silver Bullet (War Pig Pink),171,0.12,CDN,2023-08-31 10:45:58.777066
Sealed Graffiti | Chef Kiss (Dust Brown),117,0.12,CDN,2023-08-31 10:45:58.777066
Sealed Graffiti | Grimace (Frog Green),42,0.12,CDN,2023-08-31 10:45:58.777066
Sealed Graffiti | Chef Kiss (Desert Amber),144,0.12,CDN,2023-08-31 10:45:58.777066
Sealed Graffiti | Bock Bock (SWAT Blue),119,0.12,CDN,2023-08-31 10:45:58.777066
Sealed Graffiti | Thoughtfull (Cash Green),67,0.13,CDN,2023-08-31 10:45:58.777066
Sealed Graffiti | BOOM (Cash Green),74,0.13,CDN,2023-08-31 10:45:58.777066
Sealed Graffiti | BEEP (War Pig Pink),120,0.13,CDN,2023-08-31 10:45:58.777066
Sealed Graffiti | BEEP (Violent Violet),75,0.13,CDN,2023-08-31 10:45:58.777066
Sealed Graffiti | Silver Bullet (Violent Violet),81,0.13,CDN,2023-08-31 10:45:58.777066
Sealed Graffiti | Chef Kiss (Frog Green),126,0.13,CDN,2023-08-31 10:46:00.951342
Sealed Graffiti | Chef Kiss (Battle Green),123,0.13,CDN,2023-08-31 10:46:00.951342
Sealed Graffiti | Grimace (Wire Blue),71,0.13,CDN,2023-08-31 10:46:00.951342
Sealed Graffiti | Thoughtfull (Princess Pink),63,0.13,CDN,2023-08-31 10:46:00.951342
Sealed Graffiti | Lightbulb (Tracer Yellow),245,0.13,CDN,2023-08-31 10:46:00.951342
Sealed Graffiti | Grimace (Monarch Blue),85,0.13,CDN,2023-08-31 10:46:00.951342
Sealed Graffiti | Grimace (Princess Pink),84,0.13,CDN,2023-08-31 10:46:00.951342
Sealed Graffiti | Thoughtfull (Monarch Blue),77,0.13,CDN,2023-08-31 10:46:00.951342
Sealed Graffiti | Chef Kiss (Jungle Green),147,0.13,CDN,2023-08-31 10:46:00.951342
Sealed Graffiti | Thoughtfull (Frog Green),87,0.13,CDN,2023-08-31 10:46:00.951342
Sealed Graffiti | BEEP (Tracer Yellow),95,0.13,CDN,2023-08-31 10:46:03.149120
Sealed Graffiti | Grimace (Desert Amber),36,0.13,CDN,2023-08-31 10:46:03.149120
Sealed Graffiti | OMG (Wire Blue),135,0.13,CDN,2023-08-31 10:46:03.149120
Sealed Graffiti | Chef Kiss (Tiger Orange),165,0.13,CDN,2023-08-31 10:46:03.149120
Sealed Graffiti | OMG (Desert Amber),199,0.13,CDN,2023-08-31 10:46:03.149120
Sealed Graffiti | Silver Bullet (Bazooka Pink),67,0.13,CDN,2023-08-31 10:46:03.149120
Sealed Graffiti | OMG (Jungle Green),163,0.14,CDN,2023-08-31 10:46:03.149120
Sealed Graffiti | Grimace (Brick Red),76,0.14,CDN,2023-08-31 10:46:03.149120
Sealed Graffiti | Thoughtfull (War Pig Pink),64,0.14,CDN,2023-08-31 10:46:03.149120
Sealed Graffiti | Grimace (Shark White),197,0.14,CDN,2023-08-31 10:46:03.149120
Sealed Graffiti | OMG (War Pig Pink),104,0.14,CDN,2023-08-31 10:46:04.861722
Sealed Graffiti | Bock Bock (Violent Violet),65,0.14,CDN,2023-08-31 10:46:04.861722
Sealed Graffiti | Thoughtfull (Tiger Orange),71,0.14,CDN,2023-08-31 10:46:04.861722
Sealed Graffiti | Bock Bock (Bazooka Pink),69,0.14,CDN,2023-08-31 10:46:04.861722
Sealed Graffiti | Chef Kiss (Brick Red),105,0.14,CDN,2023-08-31 10:46:04.861722
Sealed Graffiti | Grimace (Tracer Yellow),78,0.14,CDN,2023-08-31 10:46:04.861722
Sealed Graffiti | Thoughtfull (Brick Red),59,0.14,CDN,2023-08-31 10:46:04.861722
Sealed Graffiti | Grimace (Monster Purple),47,0.14,CDN,2023-08-31 10:46:04.861722
Sealed Graffiti | Thoughtfull (Battle Green),97,0.14,CDN,2023-08-31 10:46:04.861722
Sealed Graffiti | Grimace (Battle Green),66,0.14,CDN,2023-08-31 10:46:04.861722
Sealed Graffiti | OMG (Brick Red),110,0.14,CDN,2023-08-31 10:46:09.110324
Sealed Graffiti | Grimace (Blood Red),63,0.14,CDN,2023-08-31 10:46:09.110324
Sealed Graffiti | Grimace (SWAT Blue),115,0.15,CDN,2023-08-31 10:46:09.110324
Sealed Graffiti | Chef Kiss (Wire Blue),122,0.15,CDN,2023-08-31 10:46:09.110324
Sealed Graffiti | Happy Cat (Battle Green),66,0.15,CDN,2023-08-31 10:46:09.110324
Sealed Graffiti | Bock Bock (Blood Red),37,0.15,CDN,2023-08-31 10:46:09.110324
Sealed Graffiti | Thoughtfull (Desert Amber),82,0.15,CDN,2023-08-31 10:46:09.110324
Sealed Graffiti | Thoughtfull (Jungle Green),36,0.15,CDN,2023-08-31 10:46:09.110324
Sealed Graffiti | Happy Cat (Tiger Orange),64,0.15,CDN,2023-08-31 10:46:09.110324
Sealed Graffiti | Chef Kiss (Monarch Blue),91,0.15,CDN,2023-08-31 10:46:09.110324
Sealed Graffiti | Grimace (Tiger Orange),50,0.15,CDN,2023-08-31 10:46:10.803771
Sealed Graffiti | Little Crown (War Pig Pink),111,0.15,CDN,2023-08-31 10:46:10.803771
Sealed Graffiti | Thoughtfull (Wire Blue),68,0.15,CDN,2023-08-31 10:46:10.803771
Sealed Graffiti | OMG (Monarch Blue),98,0.16,CDN,2023-08-31 10:46:10.803771
Sealed Graffiti | Happy Cat (Cash Green),74,0.16,CDN,2023-08-31 10:46:10.803771
Sealed Graffiti | Little Crown (Cash Green),50,0.16,CDN,2023-08-31 10:46:10.803771
Sealed Graffiti | Happy Cat (Monarch Blue),133,0.16,CDN,2023-08-31 10:46:10.803771
Sealed Graffiti | BOOM (Princess Pink),63,0.16,CDN,2023-08-31 10:46:10.803771
Sealed Graffiti | OMG (Cash Green),152,0.16,CDN,2023-08-31 10:46:10.803771
Sealed Graffiti | Happy Cat (Jungle Green),100,0.16,CDN,2023-08-31 10:46:10.803771
Sealed Graffiti | Happy Cat (Violent Violet),124,0.16,CDN,2023-08-31 10:46:13.573551
Sealed Graffiti | Happy Cat (Wire Blue),84,0.16,CDN,2023-08-31 10:46:13.573551
Sealed Graffiti | BOOM (Tiger Orange),81,0.16,CDN,2023-08-31 10:46:13.573551
Sealed Graffiti | Thoughtfull (Violent Violet),29,0.16,CDN,2023-08-31 10:46:13.573551
Sealed Graffiti | Bock Bock (Shark White),45,0.16,CDN,2023-08-31 10:46:13.573551
Sealed Graffiti | Chef Kiss (Shark White),64,0.16,CDN,2023-08-31 10:46:13.573551
Sealed Graffiti | BOOM (Frog Green),74,0.16,CDN,2023-08-31 10:46:13.573551
Sealed Graffiti | Bock Bock (Tracer Yellow),54,0.16,CDN,2023-08-31 10:46:13.573551
Sealed Graffiti | BOOM (Jungle Green),68,0.16,CDN,2023-08-31 10:46:13.573551
Sealed Graffiti | Happy Cat (SWAT Blue),82,0.16,CDN,2023-08-31 10:46:13.573551
Sealed Graffiti | Chef Kiss (Cash Green),68,0.16,CDN,2023-08-31 10:46:19.387453
Sealed Graffiti | OMG (Violent Violet),86,0.17,CDN,2023-08-31 10:46:19.387453
Sealed Graffiti | Chef Kiss (SWAT Blue),123,0.17,CDN,2023-08-31 10:46:19.387453
Sealed Graffiti | Thoughtfull (Blood Red),51,0.17,CDN,2023-08-31 10:46:19.387453
Sealed Graffiti | Chef Kiss (War Pig Pink),129,0.17,CDN,2023-08-31 10:46:19.387453
Sealed Graffiti | OMG (Tracer Yellow),128,0.17,CDN,2023-08-31 10:46:19.387453
Sealed Graffiti | Little Crown (Dust Brown),84,0.17,CDN,2023-08-31 10:46:19.387453
Sealed Graffiti | Chef Kiss (Princess Pink),132,0.17,CDN,2023-08-31 10:46:19.387453
Sealed Graffiti | Little Crown (Frog Green),48,0.17,CDN,2023-08-31 10:46:19.387453
Sealed Graffiti | Applause (Tiger Orange),68,0.17,CDN,2023-08-31 10:46:19.387453
Sealed Graffiti | Grimace (Violent Violet),62,0.17,CDN,2023-08-31 10:46:22.097823
Sealed Graffiti | Shining Star (Dust Brown),95,0.17,CDN,2023-08-31 10:46:22.097823
Sealed Graffiti | Happy Cat (Frog Green),73,0.17,CDN,2023-08-31 10:46:22.097823
Sealed Graffiti | Applause (Cash Green),91,0.17,CDN,2023-08-31 10:46:22.097823
Sealed Graffiti | BOOM (Shark White),52,0.17,CDN,2023-08-31 10:46:22.097823
Sealed Graffiti | BEEP (Blood Red),36,0.17,CDN,2023-08-31 10:46:22.097823
Sealed Graffiti | Happy Cat (Dust Brown),72,0.17,CDN,2023-08-31 10:46:22.097823
Sealed Graffiti | Applause (Desert Amber),87,0.17,CDN,2023-08-31 10:46:22.097823
Sealed Graffiti | BOOM (Wire Blue),40,0.17,CDN,2023-08-31 10:46:22.097823
Sealed Graffiti | Happy Cat (Shark White),88,0.18,CDN,2023-08-31 10:46:22.097823
Sealed Graffiti | Shining Star (Frog Green),42,0.18,CDN,2023-08-31 10:46:25.338166
Sealed Graffiti | Applause (Dust Brown),163,0.18,CDN,2023-08-31 10:46:25.338166
Sealed Graffiti | Shining Star (Battle Green),37,0.18,CDN,2023-08-31 10:46:25.338166
Sealed Graffiti | Little Crown (Wire Blue),46,0.18,CDN,2023-08-31 10:46:25.338166
Sealed Graffiti | Shining Star (Cash Green),56,0.18,CDN,2023-08-31 10:46:25.338166
Sealed Graffiti | OMG (Tiger Orange),107,0.18,CDN,2023-08-31 10:46:25.338166
Sealed Graffiti | Little Crown (Monarch Blue),77,0.18,CDN,2023-08-31 10:46:25.338166
