Item Name,Listings,Price,Currency,Timestamp
Sticker | stavn (Gold) | Antwerp 2022,17,7.97,CDN,2023-08-28 10:29:27.969035
Sticker | MIBR (Gold) | Antwerp 2022,40,6.79,CDN,2023-08-30 14:44:58.319727
Sticker | dgt (Holo) | Antwerp 2022,17,6.95,CDN,2023-08-30 14:44:58.319727
Sticker | forZe eSports (Gold) | Antwerp 2022,33,6.97,CDN,2023-08-30 14:44:58.319727
Sticker | qikert (Gold) | Antwerp 2022,26,7.13,CDN,2023-08-30 14:44:58.319727
Sticker | XANTARES (Holo) | Antwerp 2022,39,7.17,CDN,2023-08-30 14:44:59.474738
Sticker | dgt (Gold) | Antwerp 2022,18,7.18,CDN,2023-08-30 14:44:59.474738
Sticker | FaNg (Gold) | Antwerp 2022,11,7.21,CDN,2023-08-30 14:44:59.474738
Sticker | Krimbo (Gold) | Antwerp 2022,14,7.41,CDN,2023-08-30 14:44:59.474738
Sticker | saffee (Gold) | Antwerp 2022,14,7.41,CDN,2023-08-30 14:44:59.474738
Sticker | Perfecto (Gold) | Antwerp 2022,21,7.44,CDN,2023-08-30 14:44:59.474738
Sticker | broky (Holo) | Antwerp 2022,41,7.51,CDN,2023-08-30 14:44:59.474738
Sticker | Boombl4 (Gold) | Antwerp 2022,30,7.61,CDN,2023-08-30 14:44:59.474738
Sticker | gxx- (Gold) | Antwerp 2022,19,7.71,CDN,2023-08-30 14:44:59.474738
Sticker | hades (Gold) | Antwerp 2022,24,7.79,CDN,2023-08-30 14:44:59.474738
Sticker | S1ren (Gold) | Antwerp 2022,20,7.82,CDN,2023-08-30 14:45:00.613130
Sticker | kabal (Gold) | Antwerp 2022,15,7.86,CDN,2023-08-30 14:45:00.613130
Sticker | Jame (Holo) | Antwerp 2022,28,7.93,CDN,2023-08-30 14:45:00.613130
Sticker | nitr0 (Gold) | Antwerp 2022,23,8.01,CDN,2023-08-30 14:45:00.613130
Sticker | Magisk (Gold) | Antwerp 2022,22,8.0,CDN,2023-08-30 14:45:00.613130
Sticker | WOOD7 (Gold) | Antwerp 2022,17,8.33,CDN,2023-08-30 14:45:00.613130
Sticker | sk0R (Gold) | Antwerp 2022,20,8.48,CDN,2023-08-30 14:45:00.613130
Sticker | stavn (Gold) | Antwerp 2022,17,8.56,CDN,2023-08-30 14:45:00.613130
Sticker | Natus Vincere (Holo) | Antwerp 2022,142,8.67,CDN,2023-08-30 14:45:00.613130
"Sticker | broky (Gold, Champion) | Antwerp 2022",48,8.74,CDN,2023-08-30 14:45:00.613130
Sticker | Vitality (Holo) | Antwerp 2022,114,8.92,CDN,2023-08-30 14:45:01.740669
Sticker | rain (Holo) | Antwerp 2022,28,8.98,CDN,2023-08-30 14:45:01.740669
Sticker | Patsi (Gold) | Antwerp 2022,20,8.99,CDN,2023-08-30 14:45:01.740669
Sticker | magixx (Gold) | Antwerp 2022,16,9.02,CDN,2023-08-30 14:45:01.740669
Sticker | Liazz (Holo) | Antwerp 2022,14,9.31,CDN,2023-08-30 14:45:01.740669
Sticker | yuurih (Gold) | Antwerp 2022,21,9.36,CDN,2023-08-30 14:45:01.740669
Sticker | luken (Gold) | Antwerp 2022,11,9.48,CDN,2023-08-30 14:45:01.740669
Sticker | Heroic (Gold) | Antwerp 2022,52,9.67,CDN,2023-08-30 14:45:01.740669
Sticker | Aleksib (Gold) | Antwerp 2022,34,9.85,CDN,2023-08-30 14:45:01.740669
Sticker | boltz (Gold) | Antwerp 2022,21,9.95,CDN,2023-08-30 14:45:01.740669
Sticker | apEX (Gold) | Antwerp 2022,13,9.98,CDN,2023-08-30 14:45:02.944526
Sticker | Astralis (Holo) | Antwerp 2022,78,10.17,CDN,2023-08-30 14:45:02.944526
"Sticker | karrigan (Gold, Champion) | Antwerp 2022",70,10.17,CDN,2023-08-30 14:45:02.944526
Sticker | degster (Gold) | Antwerp 2022,15,10.18,CDN,2023-08-30 14:45:02.944526
Sticker | TeSeS (Gold) | Antwerp 2022,19,10.25,CDN,2023-08-30 14:45:02.944526
Sticker | interz (Gold) | Antwerp 2022,21,10.4,CDN,2023-08-30 14:45:02.944526
Sticker | drop (Gold) | Antwerp 2022,15,10.52,CDN,2023-08-30 14:45:02.944526
Sticker | interz (Holo) | Antwerp 2022,22,10.51,CDN,2023-08-30 14:45:02.944526
Sticker | Xyp9x (Gold) | Antwerp 2022,21,10.55,CDN,2023-08-30 14:45:02.944526
Sticker | nin9 (Gold) | Antwerp 2022,10,10.77,CDN,2023-08-30 14:45:02.944526
Sticker | HooXi (Holo) | Antwerp 2022,34,10.82,CDN,2023-08-30 14:45:04.599324
Sticker | oSee (Gold) | Antwerp 2022,20,10.83,CDN,2023-08-30 14:45:04.599324
Sticker | FaZe Clan (Holo) | Antwerp 2022,175,10.96,CDN,2023-08-30 14:45:04.599324
"Sticker | rain (Gold, Champion) | Antwerp 2022",65,10.96,CDN,2023-08-30 14:45:04.599324
Sticker | jabbi (Holo) | Antwerp 2022,24,11.19,CDN,2023-08-30 14:45:04.599324
Sticker | gla1ve (Gold) | Antwerp 2022,13,11.28,CDN,2023-08-30 14:45:04.599324
Sticker | shox (Gold) | Antwerp 2022,21,11.29,CDN,2023-08-30 14:45:04.599324
Sticker | NAF (Gold) | Antwerp 2022,19,11.32,CDN,2023-08-30 14:45:04.599324
Sticker | FalleN (Holo) | Antwerp 2022,85,11.3,CDN,2023-08-30 14:45:04.599324
Sticker | Hobbit (Holo) | Antwerp 2022,31,11.8,CDN,2023-08-30 14:45:04.599324
Sticker | fer (Gold) | Antwerp 2022,22,11.89,CDN,2023-08-30 14:45:06.264640
Sticker | JaCkz (Gold) | Antwerp 2022,13,11.77,CDN,2023-08-30 14:45:06.264640
Sticker | syrsoN (Gold) | Antwerp 2022,23,12.26,CDN,2023-08-30 14:45:06.264640
Sticker | Copenhagen Flames (Holo) | Antwerp 2022,144,12.35,CDN,2023-08-30 14:45:06.264640
Sticker | EliGE (Gold) | Antwerp 2022,17,12.58,CDN,2023-08-30 14:45:06.264640
Sticker | blameF (Gold) | Antwerp 2022,27,12.46,CDN,2023-08-30 14:45:06.264640
Sticker | nafany (Holo) | Antwerp 2022,37,12.6,CDN,2023-08-30 14:45:06.264640
Sticker | JT (Gold) | Antwerp 2022,13,12.62,CDN,2023-08-30 14:45:06.264640
Sticker | electronic (Gold) | Antwerp 2022,16,13.47,CDN,2023-08-30 14:45:06.264640
Sticker | Team Spirit (Holo) | Antwerp 2022,79,13.75,CDN,2023-08-30 14:45:06.264640
Sticker | Complexity Gaming (Holo) | Antwerp 2022,67,14.73,CDN,2023-08-30 14:45:07.365046
Sticker | jabbi (Gold) | Antwerp 2022,12,14.79,CDN,2023-08-30 14:45:07.365046
Sticker | tabseN (Gold) | Antwerp 2022,19,15.26,CDN,2023-08-30 14:45:07.365046
Sticker | nafany (Gold) | Antwerp 2022,13,15.7,CDN,2023-08-30 14:45:07.365046
Sticker | huNter (Gold) | Antwerp 2022,14,15.54,CDN,2023-08-30 14:45:07.365046
Sticker | b1t (Gold) | Antwerp 2022,18,15.57,CDN,2023-08-30 14:45:07.365046
Sticker | Natus Vincere (Gold) | Antwerp 2022,40,16.06,CDN,2023-08-30 14:45:07.365046
Sticker | 9z Team (Gold) | Antwerp 2022,27,16.15,CDN,2023-08-30 14:45:07.365046
Sticker | Team Liquid (Gold) | Antwerp 2022,28,16.45,CDN,2023-08-30 14:45:07.365046
Sticker | arT (Holo) | Antwerp 2022,27,16.53,CDN,2023-08-30 14:45:07.365046
Sticker | FaZe Clan (Gold) | Antwerp 2022,69,16.81,CDN,2023-08-30 14:45:08.498838
Sticker | Vitality (Gold) | Antwerp 2022,25,16.97,CDN,2023-08-30 14:45:08.498838
Sticker | Copenhagen Flames (Gold) | Antwerp 2022,133,16.86,CDN,2023-08-30 14:45:08.498838
Sticker | ropz (Holo) | Antwerp 2022,33,16.92,CDN,2023-08-30 14:45:08.498838
Sticker | Hobbit (Gold) | Antwerp 2022,16,16.99,CDN,2023-08-30 14:45:08.498838
Sticker | Complexity Gaming (Gold) | Antwerp 2022,33,17.4,CDN,2023-08-30 14:45:08.498838
Sticker | fnx (Gold) | Antwerp 2022,56,17.6,CDN,2023-08-30 14:45:08.498838
Sticker | KSCERATO (Gold) | Antwerp 2022,25,17.77,CDN,2023-08-30 14:45:08.498838
Sticker | cadiaN (Gold) | Antwerp 2022,10,18.22,CDN,2023-08-30 14:45:08.498838
Sticker | broky (Gold) | Antwerp 2022,32,18.3,CDN,2023-08-30 14:45:08.498838
Sticker | Liazz (Gold) | Antwerp 2022,11,18.69,CDN,2023-08-30 14:45:10.194095
Sticker | JT (Holo) | Antwerp 2022,24,19.21,CDN,2023-08-30 14:45:10.194095
Sticker | Astralis (Gold) | Antwerp 2022,49,19.39,CDN,2023-08-30 14:45:10.194095
Sticker | dupreeh (Gold) | Antwerp 2022,16,19.48,CDN,2023-08-30 14:45:10.194095
Sticker | FURIA (Gold) | Antwerp 2022,46,19.48,CDN,2023-08-30 14:45:10.194095
Sticker | Twistzz (Holo) | Antwerp 2022,24,19.58,CDN,2023-08-30 14:45:10.194095
Sticker | rain (Gold) | Antwerp 2022,12,19.83,CDN,2023-08-30 14:45:10.194095
Sticker | 9z Team (Holo) | Antwerp 2022,69,19.8,CDN,2023-08-30 14:45:10.194095
Sticker | ZywOo (Holo) | Antwerp 2022,29,19.81,CDN,2023-08-30 14:45:10.194095
Sticker | G2 Esports (Holo) | Antwerp 2022,78,20.12,CDN,2023-08-30 14:45:10.194095
"Sticker | ropz (Gold, Champion) | Antwerp 2022",46,20.28,CDN,2023-08-30 14:45:11.300562
Sticker | YEKINDAR (Gold) | Antwerp 2022,15,20.37,CDN,2023-08-30 14:45:11.300562
Sticker | Team Liquid (Holo) | Antwerp 2022,77,20.4,CDN,2023-08-30 14:45:11.300562
Sticker | Eternal Fire (Holo) | Antwerp 2022,76,20.73,CDN,2023-08-30 14:45:11.300562
Sticker | Ax1Le (Holo) | Antwerp 2022,15,21.33,CDN,2023-08-30 14:45:11.300562
Sticker | Team Spirit (Gold) | Antwerp 2022,30,21.46,CDN,2023-08-30 14:45:11.300562
Sticker | Jame (Gold) | Antwerp 2022,11,22.49,CDN,2023-08-30 14:45:11.300562
Sticker | NiKo (Holo) | Antwerp 2022,20,23.5,CDN,2023-08-30 14:45:11.300562
Sticker | HooXi (Gold) | Antwerp 2022,23,24.74,CDN,2023-08-30 14:45:11.300562
Sticker | Outsiders (Holo) | Antwerp 2022,186,24.99,CDN,2023-08-30 14:45:11.300562
Sticker | Eternal Fire (Gold) | Antwerp 2022,14,25.42,CDN,2023-08-30 14:45:12.444289
"Sticker | Twistzz (Gold, Champion) | Antwerp 2022",45,27.05,CDN,2023-08-30 14:45:12.444289
Sticker | sh1ro (Holo) | Antwerp 2022,22,27.06,CDN,2023-08-30 14:45:12.444289
Sticker | VINI (Holo) | Antwerp 2022,22,28.11,CDN,2023-08-30 14:45:12.444289
Sticker | max (Gold) | Antwerp 2022,8,27.77,CDN,2023-08-30 14:45:12.444289
Sticker | FURIA (Holo) | Antwerp 2022,142,28.14,CDN,2023-08-30 14:45:12.444289
Sticker | XANTARES (Gold) | Antwerp 2022,16,28.78,CDN,2023-08-30 14:45:12.444289
Sticker | karrigan (Gold) | Antwerp 2022,14,29.16,CDN,2023-08-30 14:45:12.444289
Sticker | arT (Gold) | Antwerp 2022,16,29.34,CDN,2023-08-30 14:45:12.444289
Sticker | Imperial Esports (Holo) | Antwerp 2022,48,32.01,CDN,2023-08-30 14:45:12.444289
Sticker | G2 Esports (Gold) | Antwerp 2022,20,32.27,CDN,2023-08-30 14:45:14.141410
Sticker | s1mple (Holo) | Antwerp 2022,31,32.84,CDN,2023-08-30 14:45:14.141410
Sticker | Ax1Le (Gold) | Antwerp 2022,7,36.35,CDN,2023-08-30 14:45:14.141410
Sticker | Cloud9 (Gold) | Antwerp 2022,47,37.05,CDN,2023-08-30 14:45:14.141410
Sticker | max (Holo) | Antwerp 2022,43,37.92,CDN,2023-08-30 14:45:14.141410
Sticker | Outsiders (Gold) | Antwerp 2022,58,38.98,CDN,2023-08-30 14:45:14.141410
Sticker | ropz (Gold) | Antwerp 2022,20,39.85,CDN,2023-08-30 14:45:14.141410
Sticker | m0NESY (Holo) | Antwerp 2022,23,44.58,CDN,2023-08-30 14:45:14.141410
Sticker | FalleN (Gold) | Antwerp 2022,21,56.85,CDN,2023-08-30 14:45:14.141410
Sticker | Twistzz (Gold) | Antwerp 2022,12,60.37,CDN,2023-08-30 14:45:14.141410
Sticker | VINI (Gold) | Antwerp 2022,10,60.74,CDN,2023-08-30 14:45:15.849641
Sticker | sh1ro (Gold) | Antwerp 2022,11,60.68,CDN,2023-08-30 14:45:15.849641
Sticker | Cloud9 (Holo) | Antwerp 2022,95,66.88,CDN,2023-08-30 14:45:15.849641
Sticker | Imperial Esports (Gold) | Antwerp 2022,37,71.77,CDN,2023-08-30 14:45:15.849641
Sticker | ZywOo (Gold) | Antwerp 2022,15,79.14,CDN,2023-08-30 14:45:15.849641
Sticker | NiKo (Gold) | Antwerp 2022,10,91.4,CDN,2023-08-30 14:45:15.849641
Sticker | s1mple (Gold) | Antwerp 2022,14,102.32,CDN,2023-08-30 14:45:15.849641
Sticker | rox (Gold) | Antwerp 2022,6,116.46,CDN,2023-08-30 14:45:15.849641
Sticker | rox (Holo) | Antwerp 2022,11,237.98,CDN,2023-08-30 14:45:15.849641
Sticker | m0NESY (Gold) | Antwerp 2022,13,362.29,CDN,2023-08-30 14:45:15.849641
Sticker | JaCkz (Gold) | Antwerp 2022,13,494.13,P,2023-08-31 10:22:20.961422
Sticker | TeSeS (Gold) | Antwerp 2022,19,430.41,P,2023-08-31 10:22:20.961422
Sticker | Jame (Gold) | Antwerp 2022,11,944.49,P,2023-08-31 10:22:20.961422
Sticker | saffee (Gold) | Antwerp 2022,14,311.12,P,2023-08-31 10:22:20.961422
Sticker | Twistzz (Gold) | Antwerp 2022,12,"2,533.42",P,2023-08-31 10:22:20.961422
Sticker | nafany (Gold) | Antwerp 2022,13,659.03,P,2023-08-31 10:22:20.961422
Sticker | EliGE (Gold) | Antwerp 2022,17,528.22,P,2023-08-31 10:22:20.961422
Sticker | nitr0 (Holo) | Antwerp 2022,35,89.74,P,2023-08-31 10:22:20.961422
Sticker | es3tag (Holo) | Antwerp 2022,65,36.45,P,2023-08-31 10:22:20.961422
Sticker | dgt (Gold) | Antwerp 2022,19,294.06,P,2023-08-31 10:22:20.961422
Sticker | juanflatroo | Antwerp 2022,"20,664",0.14,P,2023-08-31 10:22:23.606120
Sticker | rigoN | Antwerp 2022,"23,388",0.14,P,2023-08-31 10:22:23.606120
Sticker | NAF | Antwerp 2022,"15,355",0.15,P,2023-08-31 10:22:23.606120
Sticker | JOTA | Antwerp 2022,"24,251",0.15,P,2023-08-31 10:22:23.606120
Sticker | misutaaa | Antwerp 2022,"24,064",0.15,P,2023-08-31 10:22:23.606120
Sticker | sjuush | Antwerp 2022,"18,947",0.15,P,2023-08-31 10:22:23.606120
Sticker | gxx- | Antwerp 2022,"17,643",0.16,P,2023-08-31 10:22:23.606120
Sticker | SENER1 | Antwerp 2022,"21,230",0.16,P,2023-08-31 10:22:23.606120
Sticker | k0nfig | Antwerp 2022,"26,874",0.16,P,2023-08-31 10:22:23.606120
Sticker | Snappi | Antwerp 2022,"16,887",0.16,P,2023-08-31 10:22:23.606120
Sticker | faveN | Antwerp 2022,"16,085",0.16,P,2023-08-31 10:22:25.814712
Sticker | Tuurtle | Antwerp 2022,"26,323",0.16,P,2023-08-31 10:22:25.814712
Sticker | Krimbo | Antwerp 2022,"14,236",0.16,P,2023-08-31 10:22:25.814712
Sticker | sinnopsyy | Antwerp 2022,"26,111",0.16,P,2023-08-31 10:22:25.814712
Sticker | FaNg | Antwerp 2022,"11,346",0.16,P,2023-08-31 10:22:25.814712
Sticker | huNter | Antwerp 2022,"8,833",0.17,P,2023-08-31 10:22:25.814712
Sticker | Magisk | Antwerp 2022,"14,899",0.17,P,2023-08-31 10:22:25.814712
Sticker | dycha | Antwerp 2022,"18,389",0.17,P,2023-08-31 10:22:25.814712
Sticker | Jerry | Antwerp 2022,"15,101",0.17,P,2023-08-31 10:22:25.814712
Sticker | Spinx | Antwerp 2022,"17,534",0.17,P,2023-08-31 10:22:25.814712
Sticker | degster | Antwerp 2022,"10,521",0.17,P,2023-08-31 10:22:28.028422
Sticker | KENSi | Antwerp 2022,"15,764",0.17,P,2023-08-31 10:22:28.028422
Sticker | bLitz | Antwerp 2022,"15,828",0.17,P,2023-08-31 10:22:28.028422
Sticker | roeJ | Antwerp 2022,"15,407",0.17,P,2023-08-31 10:22:28.028422
Sticker | refrezh | Antwerp 2022,"13,295",0.17,P,2023-08-31 10:22:28.028422
Sticker | tiziaN | Antwerp 2022,"16,681",0.17,P,2023-08-31 10:22:28.028422
Sticker | Plopski | Antwerp 2022,"12,478",0.17,P,2023-08-31 10:22:28.028422
Sticker | Norwi | Antwerp 2022,"22,877",0.18,P,2023-08-31 10:22:28.028422
Sticker | chelo | Antwerp 2022,"27,946",0.18,P,2023-08-31 10:22:28.028422
Sticker | es3tag | Antwerp 2022,"9,645",0.18,P,2023-08-31 10:22:28.028422
Sticker | Techno4K | Antwerp 2022,"11,199",0.18,P,2023-08-31 10:22:32.271993
Sticker | broky (Champion) | Antwerp 2022,"37,706",0.18,P,2023-08-31 10:22:32.271993
Sticker | apEX | Antwerp 2022,"9,184",0.18,P,2023-08-31 10:22:32.271993
Sticker | JaCkz | Antwerp 2022,"19,320",0.18,P,2023-08-31 10:22:32.271993
Sticker | ins | Antwerp 2022,"13,793",0.18,P,2023-08-31 10:22:32.271993
Sticker | EliGE | Antwerp 2022,"15,178",0.18,P,2023-08-31 10:22:32.271993
Sticker | aliStair | Antwerp 2022,"11,245",0.19,P,2023-08-31 10:22:32.271993
Sticker | tabseN | Antwerp 2022,"11,471",0.19,P,2023-08-31 10:22:32.271993
Sticker | oSee | Antwerp 2022,"11,457",0.19,P,2023-08-31 10:22:32.271993
Sticker | Grim | Antwerp 2022,"8,968",0.19,P,2023-08-31 10:22:32.271993
Sticker | shalfey | Antwerp 2022,"14,675",0.19,P,2023-08-31 10:22:34.432633
Sticker | stavn | Antwerp 2022,"10,569",0.20,P,2023-08-31 10:22:34.432633
Sticker | TeSeS | Antwerp 2022,"10,330",0.20,P,2023-08-31 10:22:34.432633
Sticker | syrsoN | Antwerp 2022,"15,982",0.20,P,2023-08-31 10:22:34.432633
Sticker | maden | Antwerp 2022,"13,066",0.20,P,2023-08-31 10:22:34.432633
Sticker | Farlig | Antwerp 2022,"14,184",0.20,P,2023-08-31 10:22:34.432633
Sticker | Zyphon | Antwerp 2022,"10,776",0.20,P,2023-08-31 10:22:34.432633
Sticker | rain (Champion) | Antwerp 2022,"34,835",0.20,P,2023-08-31 10:22:34.432633
Sticker | hatz | Antwerp 2022,"8,470",0.20,P,2023-08-31 10:22:34.432633
Sticker | kabal | Antwerp 2022,"10,632",0.21,P,2023-08-31 10:22:34.432633
Sticker | sk0R | Antwerp 2022,"5,504",0.21,P,2023-08-31 10:22:36.080326
Sticker | nitr0 | Antwerp 2022,"9,220",0.21,P,2023-08-31 10:22:36.080326
Sticker | REZ | Antwerp 2022,"10,231",0.23,P,2023-08-31 10:22:36.080326
Sticker | Calyx | Antwerp 2022,"11,886",0.23,P,2023-08-31 10:22:36.080326
Sticker | Brollan | Antwerp 2022,"7,393",0.23,P,2023-08-31 10:22:36.080326
Sticker | dupreeh | Antwerp 2022,"9,789",0.23,P,2023-08-31 10:22:36.080326
Sticker | hampus | Antwerp 2022,"8,594",0.24,P,2023-08-31 10:22:36.080326
Sticker | hades | Antwerp 2022,"8,568",0.24,P,2023-08-31 10:22:36.080326
Sticker | junior | Antwerp 2022,"9,521",0.24,P,2023-08-31 10:22:36.080326
Sticker | karrigan (Champion) | Antwerp 2022,"29,157",0.24,P,2023-08-31 10:22:36.080326
Sticker | Patsi | Antwerp 2022,"9,433",0.24,P,2023-08-31 10:22:39.824149
Sticker | saffee | Antwerp 2022,"5,757",0.25,P,2023-08-31 10:22:39.824149
Sticker | broky | Antwerp 2022,"6,079",0.25,P,2023-08-31 10:22:39.824149
Sticker | JT | Antwerp 2022,"8,972",0.25,P,2023-08-31 10:22:39.824149
Sticker | rain | Antwerp 2022,"7,026",0.25,P,2023-08-31 10:22:39.824149
Sticker | Perfecto | Antwerp 2022,"8,738",0.25,P,2023-08-31 10:22:39.824149
Sticker | blameF | Antwerp 2022,"23,959",0.25,P,2023-08-31 10:22:39.824149
Sticker | sico | Antwerp 2022,"7,399",0.25,P,2023-08-31 10:22:39.824149
Sticker | drop | Antwerp 2022,"6,254",0.25,P,2023-08-31 10:22:39.824149
Sticker | nicoodoz | Antwerp 2022,"9,520",0.26,P,2023-08-31 10:22:39.824149
Sticker | electronic | Antwerp 2022,"10,245",0.27,P,2023-08-31 10:22:43.996207
Sticker | Renegades | Antwerp 2022,"49,591",0.27,P,2023-08-31 10:22:43.996207
Sticker | WOOD7 | Antwerp 2022,"9,773",0.27,P,2023-08-31 10:22:43.996207
Sticker | ropz (Champion) | Antwerp 2022,"35,123",0.27,P,2023-08-31 10:22:43.996207
Sticker | shox | Antwerp 2022,"4,806",0.28,P,2023-08-31 10:22:43.996207
Sticker | Aleksib | Antwerp 2022,"9,200",0.29,P,2023-08-31 10:22:43.996207
Sticker | imoRR | Antwerp 2022,"8,834",0.29,P,2023-08-31 10:22:43.996207
Sticker | PGL | Antwerp 2022,"68,251",0.29,P,2023-08-31 10:22:43.996207
Sticker | xfl0ud | Antwerp 2022,"8,935",0.30,P,2023-08-31 10:22:43.996207
Sticker | gla1ve | Antwerp 2022,"14,949",0.30,P,2023-08-31 10:22:43.996207
Sticker | BIG | Antwerp 2022,"96,063",0.30,P,2023-08-31 10:22:47.165773
Sticker | buster | Antwerp 2022,"5,458",0.31,P,2023-08-31 10:22:47.165773
Sticker | exit | Antwerp 2022,"10,937",0.31,P,2023-08-31 10:22:47.165773
Sticker | dgt | Antwerp 2022,"9,317",0.31,P,2023-08-31 10:22:47.165773
Sticker | woxic | Antwerp 2022,"9,152",0.31,P,2023-08-31 10:22:47.165773
Sticker | KSCERATO | Antwerp 2022,"5,201",0.32,P,2023-08-31 10:22:47.165773
Sticker | zorte | Antwerp 2022,"6,392",0.32,P,2023-08-31 10:22:47.165773
Sticker | nin9 | Antwerp 2022,"6,391",0.34,P,2023-08-31 10:22:47.165773
Sticker | chopper | Antwerp 2022,"6,696",0.34,P,2023-08-31 10:22:47.165773
Sticker | Xyp9x | Antwerp 2022,"4,894",0.34,P,2023-08-31 10:22:47.165773
Sticker | Twistzz (Champion) | Antwerp 2022,"17,265",0.34,P,2023-08-31 10:22:49.828363
Sticker | FL1T | Antwerp 2022,"6,049",0.34,P,2023-08-31 10:22:49.828363
Sticker | floppy | Antwerp 2022,"7,875",0.34,P,2023-08-31 10:22:49.828363
Sticker | karrigan | Antwerp 2022,"5,356",0.35,P,2023-08-31 10:22:49.828363
Sticker | qikert | Antwerp 2022,"6,627",0.36,P,2023-08-31 10:22:49.828363
Sticker | forZe eSports | Antwerp 2022,"25,638",0.36,P,2023-08-31 10:22:49.828363
Sticker | Ninjas in Pyjamas | Antwerp 2022,"40,054",0.38,P,2023-08-31 10:22:49.828363
Sticker | yuurih | Antwerp 2022,"4,448",0.39,P,2023-08-31 10:22:49.828363
Sticker | HooXi | Antwerp 2022,"5,724",0.39,P,2023-08-31 10:22:49.828363
Sticker | b1t | Antwerp 2022,"4,606",0.39,P,2023-08-31 10:22:49.828363
Sticker | cadiaN | Antwerp 2022,"3,499",0.40,P,2023-08-31 10:22:50.929379
Sticker | ENCE | Antwerp 2022,"25,112",0.40,P,2023-08-31 10:22:50.929379
Sticker | dav1d | Antwerp 2022,"7,726",0.40,P,2023-08-31 10:22:50.929379
Sticker | IHC Esports | Antwerp 2022,"28,767",0.41,P,2023-08-31 10:22:50.929379
Sticker | Vitality | Antwerp 2022,"28,964",0.42,P,2023-08-31 10:22:50.929379
Sticker | S1ren | Antwerp 2022,"3,574",0.43,P,2023-08-31 10:22:50.929379
Sticker | YEKINDAR | Antwerp 2022,"4,385",0.48,P,2023-08-31 10:22:50.929379
Sticker | Boombl4 | Antwerp 2022,"8,137",0.50,P,2023-08-31 10:22:50.929379
Sticker | Bad News Eagles | Antwerp 2022,"25,803",0.52,P,2023-08-31 10:22:50.929379
Sticker | ropz | Antwerp 2022,"6,783",0.53,P,2023-08-31 10:22:50.929379
Sticker | fer | Antwerp 2022,"7,391",0.53,P,2023-08-31 10:22:53.683739
Sticker | interz | Antwerp 2022,"3,713",0.53,P,2023-08-31 10:22:53.683739
Sticker | Twistzz | Antwerp 2022,"2,665",0.53,P,2023-08-31 10:22:53.683739
Sticker | MIBR | Antwerp 2022,"20,240",0.59,P,2023-08-31 10:22:53.683739
Sticker | fnx | Antwerp 2022,"9,439",0.61,P,2023-08-31 10:22:53.683739
Sticker | magixx | Antwerp 2022,"5,038",0.61,P,2023-08-31 10:22:53.683739
Sticker | luken | Antwerp 2022,"2,259",0.62,P,2023-08-31 10:22:53.683739
Sticker | nafany | Antwerp 2022,"3,789",0.62,P,2023-08-31 10:22:53.683739
Sticker | Hobbit | Antwerp 2022,"5,597",0.63,P,2023-08-31 10:22:53.683739
Sticker | Team Liquid | Antwerp 2022,"19,651",0.72,P,2023-08-31 10:22:53.683739
Sticker | boltz | Antwerp 2022,"4,187",0.81,P,2023-08-31 10:22:56.356153
Sticker | sinnopsyy (Glitter) | Antwerp 2022,"1,103",0.82,P,2023-08-31 10:22:56.356153
Sticker | Heroic | Antwerp 2022,"33,361",0.82,P,2023-08-31 10:22:56.356153
Sticker | FURIA | Antwerp 2022,"15,607",0.83,P,2023-08-31 10:22:56.356153
Sticker | Ax1Le | Antwerp 2022,"3,111",0.84,P,2023-08-31 10:22:56.356153
Sticker | Jame | Antwerp 2022,"2,322",0.87,P,2023-08-31 10:22:56.356153
Sticker | juanflatroo (Glitter) | Antwerp 2022,"1,199",0.88,P,2023-08-31 10:22:56.356153
Sticker | Tuurtle (Glitter) | Antwerp 2022,"1,661",0.88,P,2023-08-31 10:22:56.356153
Sticker | misutaaa (Glitter) | Antwerp 2022,"1,328",0.88,P,2023-08-31 10:22:56.356153
Sticker | kabal (Glitter) | Antwerp 2022,"1,027",0.92,P,2023-08-31 10:22:56.356153
Sticker | JOTA (Glitter) | Antwerp 2022,"1,219",0.94,P,2023-08-31 10:23:01.108271
Sticker | Jerry (Glitter) | Antwerp 2022,"1,370",0.98,P,2023-08-31 10:23:01.108271
Sticker | Norwi (Glitter) | Antwerp 2022,840,0.98,P,2023-08-31 10:23:01.108271
Sticker | ZywOo | Antwerp 2022,"5,338",1.05,P,2023-08-31 10:23:01.108271
Sticker | Snappi (Glitter) | Antwerp 2022,"1,091",1.05,P,2023-08-31 10:23:01.108271
Sticker | Techno4K (Glitter) | Antwerp 2022,673,1.05,P,2023-08-31 10:23:01.108271
Sticker | arT | Antwerp 2022,"2,153",1.06,P,2023-08-31 10:23:01.108271
Sticker | chelo (Glitter) | Antwerp 2022,"1,168",1.07,P,2023-08-31 10:23:01.108271
Sticker | es3tag (Glitter) | Antwerp 2022,691,1.09,P,2023-08-31 10:23:01.108271
Sticker | Plopski (Glitter) | Antwerp 2022,"1,383",1.09,P,2023-08-31 10:23:01.108271
Sticker | REZ (Glitter) | Antwerp 2022,838,1.10,P,2023-08-31 10:23:45.502032
Sticker | dycha (Glitter) | Antwerp 2022,"1,118",1.11,P,2023-08-31 10:23:45.502032
Sticker | shalfey (Glitter) | Antwerp 2022,824,1.18,P,2023-08-31 10:23:45.502032
