Item Name,Listings,Price,Currency,Timestamp
Sticker | Liazz (Gold) | Rio 2022,11,22.4,CDN,2023-08-30 06:11:37.913019
Sticker | OG (Holo) | Rio 2022,173,2.13,CDN,2023-09-01 13:19:55.489814
Sticker | nafany (Holo) | Rio 2022,22,2.18,CDN,2023-09-01 13:19:55.489814
Sticker | Jame (Holo) | Rio 2022,27,2.19,CDN,2023-09-01 13:19:59.159986
Sticker | kabal (Holo) | Rio 2022,23,2.20,CDN,2023-09-01 13:19:59.159986
Sticker | TRY (Holo) | Rio 2022,31,2.23,CDN,2023-09-01 13:19:59.159986
Sticker | dgt (Holo) | Rio 2022,26,2.31,CDN,2023-09-01 13:19:59.159986
Sticker | chelo (Holo) | Rio 2022,18,2.31,CDN,2023-09-01 13:19:59.159986
Sticker | interz (Holo) | Rio 2022,28,2.35,CDN,2023-09-01 13:19:59.159986
Sticker | cadiaN (Holo) | Rio 2022,71,2.58,CDN,2023-09-01 13:19:59.159986
Sticker | Liazz (Holo) | Rio 2022,16,2.60,CDN,2023-09-01 13:19:59.159986
Sticker | KSCERATO (Holo) | Rio 2022,19,2.60,CDN,2023-09-01 13:19:59.159986
Sticker | Vitality (Holo) | Rio 2022,78,2.61,CDN,2023-09-01 13:19:59.159986
Sticker | dexter (Holo) | Rio 2022,39,2.66,CDN,2023-09-01 13:20:01.311343
Sticker | Hobbit (Holo) | Rio 2022,27,2.67,CDN,2023-09-01 13:20:01.311343
Sticker | JDC (Holo) | Rio 2022,22,2.67,CDN,2023-09-01 13:20:01.311343
Sticker | iM (Holo) | Rio 2022,36,2.71,CDN,2023-09-01 13:20:01.311343
Sticker | Bad News Eagles (Holo) | Rio 2022,167,2.90,CDN,2023-09-01 13:20:01.311343
Sticker | Natus Vincere (Holo) | Rio 2022,117,3.02,CDN,2023-09-01 13:20:01.311343
"Sticker | n0rb3r7 (Gold, Champion) | Rio 2022",37,3.10,CDN,2023-09-01 13:20:01.311343
"Sticker | qikert (Gold, Champion) | Rio 2022",34,3.11,CDN,2023-09-01 13:20:01.311343
Sticker | b1t (Holo) | Rio 2022,46,3.17,CDN,2023-09-01 13:20:01.311343
"Sticker | FL1T (Gold, Champion) | Rio 2022",39,3.29,CDN,2023-09-01 13:20:01.311343
Sticker | Heroic (Holo) | Rio 2022,113,3.31,CDN,2023-09-01 13:20:03.454911
Sticker | IEM (Gold) | Rio 2022,105,3.34,CDN,2023-09-01 13:20:03.454911
Sticker | sk0R (Holo) | Rio 2022,25,3.36,CDN,2023-09-01 13:20:03.454911
Sticker | 00 Nation (Glitter) | Rio 2022,484,3.37,CDN,2023-09-01 13:20:03.454911
Sticker | Fnatic (Holo) | Rio 2022,112,3.53,CDN,2023-09-01 13:20:03.454911
"Sticker | fame (Gold, Champion) | Rio 2022",53,3.73,CDN,2023-09-01 13:20:03.454911
Sticker | Sprout Esports (Holo) | Rio 2022,114,3.74,CDN,2023-09-01 13:20:03.454911
Sticker | es3tag (Holo) | Rio 2022,22,3.80,CDN,2023-09-01 13:20:03.454911
Sticker | nexa (Holo) | Rio 2022,148,4.04,CDN,2023-09-01 13:20:03.454911
Sticker | Team Spirit (Holo) | Rio 2022,122,4.10,CDN,2023-09-01 13:20:03.454911
Sticker | frozen (Holo) | Rio 2022,8,4.11,CDN,2023-09-01 13:20:08.146082
Sticker | Team Liquid (Holo) | Rio 2022,116,4.18,CDN,2023-09-01 13:20:08.146082
Sticker | slaxz- (Gold) | Rio 2022,22,4.18,CDN,2023-09-01 13:20:08.146082
Sticker | Twistzz (Holo) | Rio 2022,42,4.27,CDN,2023-09-01 13:20:08.146082
Sticker | Brehze (Gold) | Rio 2022,22,4.28,CDN,2023-09-01 13:20:08.146082
Sticker | ropz (Holo) | Rio 2022,51,4.43,CDN,2023-09-01 13:20:08.146082
Sticker | Zyphon (Gold) | Rio 2022,18,4.60,CDN,2023-09-01 13:20:08.146082
Sticker | sinnopsyy (Gold) | Rio 2022,19,4.60,CDN,2023-09-01 13:20:08.146082
Sticker | juanflatroo (Gold) | Rio 2022,14,4.64,CDN,2023-09-01 13:20:08.146082
Sticker | v4lde (Gold) | Rio 2022,39,4.72,CDN,2023-09-01 13:20:08.146082
Sticker | lauNX (Gold) | Rio 2022,11,4.89,CDN,2023-09-01 13:20:09.777971
Sticker | Outsiders (Holo) | Rio 2022,171,5.03,CDN,2023-09-01 13:20:09.777971
Sticker | coldzera (Holo) | Rio 2022,26,5.15,CDN,2023-09-01 13:20:09.777971
Sticker | dav1deuS (Gold) | Rio 2022,19,5.32,CDN,2023-09-01 13:20:09.777971
Sticker | Ax1Le (Holo) | Rio 2022,19,5.52,CDN,2023-09-01 13:20:09.777971
Sticker | Snappi (Gold) | Rio 2022,25,5.55,CDN,2023-09-01 13:20:09.777971
Sticker | Bad News Eagles (Gold) | Rio 2022,100,5.57,CDN,2023-09-01 13:20:09.777971
Sticker | FaZe Clan (Holo) | Rio 2022,134,5.58,CDN,2023-09-01 13:20:09.777971
Sticker | arT (Holo) | Rio 2022,18,5.58,CDN,2023-09-01 13:20:09.777971
Sticker | SENER1 (Gold) | Rio 2022,14,5.64,CDN,2023-09-01 13:20:09.777971
Sticker | vexite (Gold) | Rio 2022,27,5.66,CDN,2023-09-01 13:20:12.928257
Sticker | ENCE (Gold) | Rio 2022,40,5.70,CDN,2023-09-01 13:20:12.928257
Sticker | IHC Esports (Gold) | Rio 2022,44,5.78,CDN,2023-09-01 13:20:12.928257
Sticker | Patsi (Gold) | Rio 2022,22,5.78,CDN,2023-09-01 13:20:12.928257
Sticker | HexT (Gold) | Rio 2022,24,5.86,CDN,2023-09-01 13:20:12.928257
Sticker | neaLaN (Gold) | Rio 2022,15,5.98,CDN,2023-09-01 13:20:12.928257
Sticker | FASHR (Gold) | Rio 2022,26,5.98,CDN,2023-09-01 13:20:12.928257
Sticker | Brollan (Gold) | Rio 2022,26,6.05,CDN,2023-09-01 13:20:12.928257
Sticker | Evil Geniuses (Gold) | Rio 2022,36,6.14,CDN,2023-09-01 13:20:12.928257
Sticker | hampus (Gold) | Rio 2022,26,6.24,CDN,2023-09-01 13:20:12.928257
Sticker | faveN (Gold) | Rio 2022,14,6.25,CDN,2023-09-01 13:20:15.048453
Sticker | BUDA (Gold) | Rio 2022,22,6.37,CDN,2023-09-01 13:20:15.048453
Sticker | rigoN (Gold) | Rio 2022,18,6.48,CDN,2023-09-01 13:20:15.048453
Sticker | FURIA (Holo) | Rio 2022,92,6.52,CDN,2023-09-01 13:20:15.048453
Sticker | Ninjas in Pyjamas (Gold) | Rio 2022,30,6.64,CDN,2023-09-01 13:20:15.048453
Sticker | magixx (Gold) | Rio 2022,14,6.85,CDN,2023-09-01 13:20:15.048453
Sticker | maden (Gold) | Rio 2022,15,6.82,CDN,2023-09-01 13:20:15.048453
Sticker | CeRq (Gold) | Rio 2022,26,6.85,CDN,2023-09-01 13:20:15.048453
Sticker | roeJ (Gold) | Rio 2022,12,6.87,CDN,2023-09-01 13:20:15.048453
Sticker | Grayhound Gaming (Gold) | Rio 2022,32,6.92,CDN,2023-09-01 13:20:15.048453
Sticker | Imperial Esports (Holo) | Rio 2022,83,6.93,CDN,2023-09-01 13:20:17.687207
Sticker | FalleN (Holo) | Rio 2022,40,6.96,CDN,2023-09-01 13:20:17.687207
Sticker | REZ (Gold) | Rio 2022,16,6.97,CDN,2023-09-01 13:20:17.687207
Sticker | bLitz (Gold) | Rio 2022,12,6.96,CDN,2023-09-01 13:20:17.687207
Sticker | chopper (Gold) | Rio 2022,15,7.02,CDN,2023-09-01 13:20:17.687207
Sticker | dgt (Gold) | Rio 2022,17,7.05,CDN,2023-09-01 13:20:17.687207
Sticker | TeSeS (Gold) | Rio 2022,12,7.05,CDN,2023-09-01 13:20:17.687207
Sticker | Keoz (Gold) | Rio 2022,12,7.06,CDN,2023-09-01 13:20:17.687207
Sticker | BIG (Gold) | Rio 2022,41,7.20,CDN,2023-09-01 13:20:17.687207
Sticker | latto (Gold) | Rio 2022,12,7.22,CDN,2023-09-01 13:20:17.687207
Sticker | Techno4K (Gold) | Rio 2022,18,7.24,CDN,2023-09-01 13:20:20.837779
Sticker | nicoodoz (Gold) | Rio 2022,20,7.28,CDN,2023-09-01 13:20:20.837779
Sticker | F1KU (Gold) | Rio 2022,13,7.28,CDN,2023-09-01 13:20:20.837779
Sticker | Dycha (Gold) | Rio 2022,25,7.37,CDN,2023-09-01 13:20:20.837779
Sticker | NEOFRAG (Gold) | Rio 2022,15,7.45,CDN,2023-09-01 13:20:20.837779
Sticker | ANNIHILATION (Gold) | Rio 2022,15,7.70,CDN,2023-09-01 13:20:20.837779
Sticker | nitr0 (Gold) | Rio 2022,16,7.76,CDN,2023-09-01 13:20:20.837779
Sticker | VINI (Holo) | Rio 2022,13,7.77,CDN,2023-09-01 13:20:20.837779
Sticker | isak (Gold) | Rio 2022,18,7.77,CDN,2023-09-01 13:20:20.837779
Sticker | refrezh (Gold) | Rio 2022,16,7.86,CDN,2023-09-01 13:20:20.837779
Sticker | sjuush (Gold) | Rio 2022,18,7.99,CDN,2023-09-01 13:20:22.463020
Sticker | sh1ro (Holo) | Rio 2022,29,8.20,CDN,2023-09-01 13:20:22.463020
Sticker | Heroic (Gold) | Rio 2022,63,8.21,CDN,2023-09-01 13:20:22.463020
Sticker | acoR (Gold) | Rio 2022,15,8.17,CDN,2023-09-01 13:20:22.463020
Sticker | S1ren (Gold) | Rio 2022,20,8.24,CDN,2023-09-01 13:20:22.463020
Sticker | fame (Gold) | Rio 2022,14,8.28,CDN,2023-09-01 13:20:22.463020
Sticker | FL1T (Gold) | Rio 2022,10,8.57,CDN,2023-09-01 13:20:22.463020
Sticker | 9z Team (Holo) | Rio 2022,93,8.79,CDN,2023-09-01 13:20:22.463020
"Sticker | Jame (Gold, Champion) | Rio 2022",50,8.82,CDN,2023-09-01 13:20:22.463020
Sticker | boltz (Gold) | Rio 2022,20,8.86,CDN,2023-09-01 13:20:22.463020
Sticker | qikert (Gold) | Rio 2022,12,8.93,CDN,2023-09-01 13:20:24.586077
Sticker | mezii (Gold) | Rio 2022,15,9.00,CDN,2023-09-01 13:20:24.586077
Sticker | Sprout Esports (Gold) | Rio 2022,28,9.05,CDN,2023-09-01 13:20:24.586077
Sticker | dumau (Gold) | Rio 2022,12,9.02,CDN,2023-09-01 13:20:24.586077
Sticker | stavn (Gold) | Rio 2022,23,9.13,CDN,2023-09-01 13:20:24.586077
Sticker | Perfecto (Gold) | Rio 2022,36,9.16,CDN,2023-09-01 13:20:24.586077
Sticker | drop (Gold) | Rio 2022,15,9.21,CDN,2023-09-01 13:20:24.586077
Sticker | n0rb3r7 (Gold) | Rio 2022,25,9.14,CDN,2023-09-01 13:20:24.586077
Sticker | torzsi (Gold) | Rio 2022,17,9.32,CDN,2023-09-01 13:20:24.586077
Sticker | Aleksib (Gold) | Rio 2022,17,9.43,CDN,2023-09-01 13:20:24.586077
Sticker | siuhy (Gold) | Rio 2022,13,9.44,CDN,2023-09-01 13:20:27.769764
Sticker | yuurih (Gold) | Rio 2022,15,9.47,CDN,2023-09-01 13:20:27.769764
Sticker | Magisk (Gold) | Rio 2022,22,9.47,CDN,2023-09-01 13:20:27.769764
Sticker | Fnatic (Gold) | Rio 2022,33,9.47,CDN,2023-09-01 13:20:27.769764
Sticker | k1to (Gold) | Rio 2022,14,9.48,CDN,2023-09-01 13:20:27.769764
Sticker | Krimbo (Gold) | Rio 2022,11,9.63,CDN,2023-09-01 13:20:27.769764
Sticker | max (Holo) | Rio 2022,24,9.70,CDN,2023-09-01 13:20:27.769764
Sticker | saffee (Gold) | Rio 2022,18,9.91,CDN,2023-09-01 13:20:27.769764
Sticker | interz (Gold) | Rio 2022,13,10.06,CDN,2023-09-01 13:20:27.769764
Sticker | Team Liquid (Gold) | Rio 2022,46,10.09,CDN,2023-09-01 13:20:27.769764
Sticker | 9z Team (Gold) | Rio 2022,33,10.38,CDN,2023-09-01 13:20:30.401132
Sticker | Staehr (Gold) | Rio 2022,12,10.78,CDN,2023-09-01 13:20:30.401132
Sticker | NAF (Gold) | Rio 2022,16,10.85,CDN,2023-09-01 13:20:30.401132
Sticker | Vitality (Gold) | Rio 2022,32,11.04,CDN,2023-09-01 13:20:30.401132
Sticker | TRY (Gold) | Rio 2022,14,11.18,CDN,2023-09-01 13:20:30.401132
Sticker | autimatic (Gold) | Rio 2022,11,11.15,CDN,2023-09-01 13:20:30.401132
Sticker | chelo (Gold) | Rio 2022,12,11.33,CDN,2023-09-01 13:20:30.401132
Sticker | xertioN (Gold) | Rio 2022,15,11.76,CDN,2023-09-01 13:20:30.401132
Sticker | jabbi (Gold) | Rio 2022,14,12.59,CDN,2023-09-01 13:20:30.401132
Sticker | GamerLegion (Gold) | Rio 2022,30,12.84,CDN,2023-09-01 13:20:30.401132
Sticker | Team Spirit (Gold) | Rio 2022,30,12.90,CDN,2023-09-01 13:20:32.514552
Sticker | broky (Gold) | Rio 2022,12,12.99,CDN,2023-09-01 13:20:32.514552
Sticker | sdy (Gold) | Rio 2022,21,13.01,CDN,2023-09-01 13:20:32.514552
Sticker | nafany (Gold) | Rio 2022,5,13.04,CDN,2023-09-01 13:20:32.514552
Sticker | ZywOo (Holo) | Rio 2022,22,13.26,CDN,2023-09-01 13:20:32.514552
Sticker | oSee (Gold) | Rio 2022,15,13.30,CDN,2023-09-01 13:20:32.514552
Sticker | Natus Vincere (Gold) | Rio 2022,43,13.53,CDN,2023-09-01 13:20:32.514552
Sticker | FaZe Clan (Gold) | Rio 2022,40,13.65,CDN,2023-09-01 13:20:32.514552
Sticker | Cloud9 (Holo) | Rio 2022,69,13.93,CDN,2023-09-01 13:20:32.514552
Sticker | JDC (Gold) | Rio 2022,10,14.41,CDN,2023-09-01 13:20:32.514552
Sticker | s1mple (Holo) | Rio 2022,40,14.38,CDN,2023-09-01 13:20:34.629165
Sticker | TACO (Gold) | Rio 2022,13,14.58,CDN,2023-09-01 13:20:34.629165
Sticker | MOUZ (Holo) | Rio 2022,87,15.01,CDN,2023-09-01 13:20:34.629165
Sticker | FURIA (Gold) | Rio 2022,39,15.83,CDN,2023-09-01 13:20:34.629165
Sticker | karrigan (Gold) | Rio 2022,12,16.15,CDN,2023-09-01 13:20:34.629165
Sticker | SunPayus (Gold) | Rio 2022,16,16.39,CDN,2023-09-01 13:20:34.629165
Sticker | Hobbit (Gold) | Rio 2022,13,16.65,CDN,2023-09-01 13:20:34.629165
Sticker | apEX (Gold) | Rio 2022,11,16.76,CDN,2023-09-01 13:20:34.629165
Sticker | KRIMZ (Gold) | Rio 2022,10,16.71,CDN,2023-09-01 13:20:34.629165
Sticker | Spinx (Gold) | Rio 2022,17,17.33,CDN,2023-09-01 13:20:34.629165
Sticker | YEKINDAR (Gold) | Rio 2022,20,18.06,CDN,2023-09-01 13:20:36.750693
Sticker | aliStair (Gold) | Rio 2022,9,18.66,CDN,2023-09-01 13:20:36.750693
Sticker | fer (Gold) | Rio 2022,23,18.57,CDN,2023-09-01 13:20:36.750693
Sticker | Imperial Esports (Gold) | Rio 2022,24,19.55,CDN,2023-09-01 13:20:36.750693
Sticker | 00 Nation (Holo) | Rio 2022,88,20.27,CDN,2023-09-01 13:20:36.750693
Sticker | w0nderful (Gold) | Rio 2022,9,20.58,CDN,2023-09-01 13:20:36.750693
Sticker | dupreeh (Gold) | Rio 2022,10,20.64,CDN,2023-09-01 13:20:36.750693
Sticker | electronic (Gold) | Rio 2022,14,20.89,CDN,2023-09-01 13:20:36.750693
Sticker | rain (Gold) | Rio 2022,12,21.79,CDN,2023-09-01 13:20:36.750693
Sticker | Liazz (Gold) | Rio 2022,11,22.36,CDN,2023-09-01 13:20:36.750693
Sticker | NQZ (Holo) | Rio 2022,7,24.99,CDN,2023-09-01 13:20:40.441707
Sticker | gxx- (Gold) | Rio 2022,10,25.70,CDN,2023-09-01 13:20:40.441707
Sticker | Jame (Gold) | Rio 2022,11,26.08,CDN,2023-09-01 13:20:40.441707
Sticker | INS (Holo) | Rio 2022,17,26.28,CDN,2023-09-01 13:20:40.441707
Sticker | b1t (Gold) | Rio 2022,13,26.84,CDN,2023-09-01 13:20:40.441707
Sticker | cadiaN (Gold) | Rio 2022,10,26.94,CDN,2023-09-01 13:20:40.441707
Sticker | tabseN (Gold) | Rio 2022,12,27.65,CDN,2023-09-01 13:20:40.441707
Sticker | KSCERATO (Gold) | Rio 2022,13,30.96,CDN,2023-09-01 13:20:40.441707
Sticker | arT (Gold) | Rio 2022,14,32.46,CDN,2023-09-01 13:20:40.441707
Sticker | degster (Gold) | Rio 2022,15,32.57,CDN,2023-09-01 13:20:40.441707
Sticker | arT (Gold) | Rio 2022,14,32.46,CDN,2023-09-01 13:20:42.056040
Sticker | degster (Gold) | Rio 2022,15,32.57,CDN,2023-09-01 13:20:42.056040
Sticker | OG (Gold) | Rio 2022,10,33.81,CDN,2023-09-01 13:20:42.056040
Sticker | syrsoN (Gold) | Rio 2022,7,35.03,CDN,2023-09-01 13:20:42.056040
Sticker | frozen (Gold) | Rio 2022,11,35.39,CDN,2023-09-01 13:20:42.056040
Sticker | ropz (Gold) | Rio 2022,11,35.65,CDN,2023-09-01 13:20:42.056040
Sticker | Twistzz (Gold) | Rio 2022,7,40.89,CDN,2023-09-01 13:20:42.056040
Sticker | MOUZ (Gold) | Rio 2022,35,42.14,CDN,2023-09-01 13:20:42.056040
Sticker | 00 Nation (Gold) | Rio 2022,37,42.67,CDN,2023-09-01 13:20:42.056040
Sticker | coldzera (Gold) | Rio 2022,6,42.85,CDN,2023-09-01 13:20:42.056040
Sticker | kabal (Gold) | Rio 2022,9,45.63,CDN,2023-09-01 13:20:44.715696
Sticker | Ax1Le (Gold) | Rio 2022,5,57.75,CDN,2023-09-01 13:20:44.715696
Sticker | sk0R (Gold) | Rio 2022,4,64.67,CDN,2023-09-01 13:20:44.715696
Sticker | es3tag (Gold) | Rio 2022,12,72.59,CDN,2023-09-01 13:20:44.715696
Sticker | VINI (Gold) | Rio 2022,8,75.55,CDN,2023-09-01 13:20:44.715696
Sticker | dexter (Gold) | Rio 2022,1,81.35,CDN,2023-09-01 13:20:44.715696
Sticker | FalleN (Gold) | Rio 2022,11,99.71,CDN,2023-09-01 13:20:44.715696
Sticker | nexa (Gold) | Rio 2022,4,106.75,CDN,2023-09-01 13:20:44.715696
Sticker | FlameZ (Gold) | Rio 2022,5,118.40,CDN,2023-09-01 13:20:44.715696
Sticker | s1mple (Gold) | Rio 2022,16,130.64,CDN,2023-09-01 13:20:44.715696
Sticker | NQZ (Gold) | Rio 2022,4,140.00,CDN,2023-09-01 13:20:45.826751
Sticker | INS (Gold) | Rio 2022,3,143.54,CDN,2023-09-01 13:20:45.826751
Sticker | ZywOo (Gold) | Rio 2022,5,154.37,CDN,2023-09-01 13:20:45.826751
Sticker | max (Gold) | Rio 2022,2,257.11,CDN,2023-09-01 13:20:45.826751
Sticker | INS (Holo) | Rio 2022,17,"1,100.43",P,2023-09-01 14:14:31.465174
Sticker | frozen (Holo) | Rio 2022,8,172.53,P,2023-09-01 14:14:31.465174
Sticker | degster (Holo) | Rio 2022,30,77.78,P,2023-09-01 14:14:31.465174
Sticker | Spinx (Gold) | Rio 2022,17,722.04,P,2023-09-01 14:14:31.465174
Sticker | interz (Gold) | Rio 2022,13,421.33,P,2023-09-01 14:14:31.465174
Sticker | n0rb3r7 (Gold) | Rio 2022,25,381.25,P,2023-09-01 14:14:31.465174
Sticker | acoR (Gold) | Rio 2022,15,340.34,P,2023-09-01 14:14:31.465174
Sticker | SunPayus (Gold) | Rio 2022,16,686.50,P,2023-09-01 14:14:31.465174
Sticker | FalleN (Holo) | Rio 2022,40,291.64,P,2023-09-01 14:14:31.465174
Sticker | HexT (Gold) | Rio 2022,24,245.35,P,2023-09-01 14:14:31.465174
Sticker | Evil Geniuses | Rio 2022,"44,864",0.21,P,2023-09-01 14:14:34.145619
Sticker | BIG | Rio 2022,"63,636",0.21,P,2023-09-01 14:14:34.145619
Sticker | IEM | Rio 2022,"153,162",0.23,P,2023-09-01 14:14:34.145619
Sticker | Grayhound Gaming | Rio 2022,"42,053",0.23,P,2023-09-01 14:14:34.145619
Sticker | fame (Champion) | Rio 2022,"10,358",0.23,P,2023-09-01 14:14:34.145619
Sticker | GamerLegion | Rio 2022,"55,816",0.23,P,2023-09-01 14:14:34.145619
Sticker | Bad News Eagles | Rio 2022,"56,925",0.23,P,2023-09-01 14:14:34.145619
Sticker | maden | Rio 2022,"4,894",0.24,P,2023-09-01 14:14:34.145619
Sticker | IHC Esports | Rio 2022,"56,189",0.24,P,2023-09-01 14:14:34.145619
Sticker | Patsi | Rio 2022,"3,451",0.25,P,2023-09-01 14:14:34.145619
Sticker | magixx | Rio 2022,"5,239",0.25,P,2023-09-01 14:14:51.486584
Sticker | vexite | Rio 2022,"4,248",0.25,P,2023-09-01 14:14:51.486584
Sticker | HexT | Rio 2022,"4,557",0.25,P,2023-09-01 14:14:51.486584
Sticker | OG | Rio 2022,"45,853",0.25,P,2023-09-01 14:14:51.486584
Sticker | qikert (Champion) | Rio 2022,"9,264",0.25,P,2023-09-01 14:14:51.486584
Sticker | NAF | Rio 2022,"7,310",0.25,P,2023-09-01 14:14:51.486584
Sticker | Sico | Rio 2022,"3,287",0.25,P,2023-09-01 14:14:51.486584
Sticker | ENCE | Rio 2022,"31,832",0.26,P,2023-09-01 14:14:51.486584
Sticker | n0rb3r7 (Champion) | Rio 2022,"8,055",0.26,P,2023-09-01 14:14:51.486584
Sticker | neaLaN | Rio 2022,"4,414",0.26,P,2023-09-01 14:14:51.486584
Sticker | v4lde | Rio 2022,"4,271",0.26,P,2023-09-01 14:15:07.034708
Sticker | FL1T (Champion) | Rio 2022,"12,753",0.26,P,2023-09-01 14:15:07.034708
Sticker | aliStair | Rio 2022,"3,729",0.26,P,2023-09-01 14:15:07.034708
Sticker | faveN | Rio 2022,"3,564",0.26,P,2023-09-01 14:15:07.034708
Sticker | k1to | Rio 2022,"9,547",0.26,P,2023-09-01 14:15:07.034708
Sticker | nicoodoz | Rio 2022,"2,419",0.27,P,2023-09-01 14:15:07.034708
Sticker | Krimbo | Rio 2022,"4,910",0.27,P,2023-09-01 14:15:07.034708
Sticker | REZ | Rio 2022,"5,694",0.27,P,2023-09-01 14:15:07.034708
Sticker | isak | Rio 2022,"2,572",0.27,P,2023-09-01 14:15:07.034708
Sticker | SunPayus | Rio 2022,"3,849",0.27,P,2023-09-01 14:15:07.034708
Sticker | w0nderful | Rio 2022,"4,390",0.27,P,2023-09-01 14:15:10.213074
Sticker | Brehze | Rio 2022,"3,167",0.27,P,2023-09-01 14:15:10.213074
Sticker | hampus | Rio 2022,"4,580",0.27,P,2023-09-01 14:15:10.213074
Sticker | JDC | Rio 2022,"3,088",0.27,P,2023-09-01 14:15:10.213074
Sticker | autimatic | Rio 2022,"3,875",0.27,P,2023-09-01 14:15:10.213074
Sticker | Brollan | Rio 2022,"5,366",0.27,P,2023-09-01 14:15:10.213074
Sticker | Jame (Champion) | Rio 2022,"12,853",0.28,P,2023-09-01 14:15:10.213074
Sticker | siuhy | Rio 2022,"2,375",0.28,P,2023-09-01 14:15:10.213074
Sticker | Ninjas in Pyjamas | Rio 2022,"24,165",0.28,P,2023-09-01 14:15:10.213074
Sticker | nitr0 | Rio 2022,"4,049",0.28,P,2023-09-01 14:15:10.213074
Sticker | S1ren | Rio 2022,"4,241",0.28,P,2023-09-01 14:15:13.413352
Sticker | tabseN | Rio 2022,"3,657",0.28,P,2023-09-01 14:15:13.413352
Sticker | rigoN | Rio 2022,"3,109",0.28,P,2023-09-01 14:15:13.413352
Sticker | oSee | Rio 2022,"3,990",0.28,P,2023-09-01 14:15:13.413352
Sticker | SENER1 | Rio 2022,"3,301",0.28,P,2023-09-01 14:15:13.413352
Sticker | bLitz | Rio 2022,"2,912",0.29,P,2023-09-01 14:15:13.413352
Sticker | Snappi | Rio 2022,"4,489",0.29,P,2023-09-01 14:15:13.413352
Sticker | stavn | Rio 2022,"3,698",0.29,P,2023-09-01 14:15:13.413352
Sticker | roeJ | Rio 2022,"2,259",0.30,P,2023-09-01 14:15:13.413352
Sticker | CeRq | Rio 2022,"4,297",0.30,P,2023-09-01 14:15:13.413352
Sticker | Vitality | Rio 2022,"38,328",0.30,P,2023-09-01 14:15:15.112883
Sticker | chopper | Rio 2022,"4,717",0.30,P,2023-09-01 14:15:15.112883
Sticker | acoR | Rio 2022,"3,443",0.30,P,2023-09-01 14:15:15.112883
Sticker | Dycha | Rio 2022,"4,819",0.30,P,2023-09-01 14:15:15.112883
Sticker | Heroic | Rio 2022,"25,691",0.31,P,2023-09-01 14:15:15.112883
Sticker | FASHR | Rio 2022,"3,045",0.31,P,2023-09-01 14:15:15.112883
Sticker | jabbi | Rio 2022,"4,043",0.31,P,2023-09-01 14:15:15.112883
Sticker | broky | Rio 2022,"5,273",0.32,P,2023-09-01 14:15:15.112883
Sticker | ANNIHILATION | Rio 2022,"2,622",0.34,P,2023-09-01 14:15:15.112883
Sticker | sk0R | Rio 2022,"2,397",0.34,P,2023-09-01 14:15:15.112883
Sticker | Keoz | Rio 2022,"2,936",0.35,P,2023-09-01 14:15:17.315794
Sticker | TeSeS | Rio 2022,"4,087",0.35,P,2023-09-01 14:15:17.315794
Sticker | sdy | Rio 2022,"3,056",0.35,P,2023-09-01 14:15:17.315794
Sticker | Magisk | Rio 2022,"2,381",0.36,P,2023-09-01 14:15:17.315794
Sticker | NEOFRAG | Rio 2022,"2,520",0.36,P,2023-09-01 14:15:17.315794
Sticker | Techno4K | Rio 2022,"4,670",0.36,P,2023-09-01 14:15:17.315794
Sticker | YEKINDAR | Rio 2022,"3,480",0.36,P,2023-09-01 14:15:17.315794
Sticker | Team Liquid | Rio 2022,"26,336",0.36,P,2023-09-01 14:15:17.315794
Sticker | saffee | Rio 2022,"2,832",0.37,P,2023-09-01 14:15:17.315794
Sticker | Aleksib | Rio 2022,"3,942",0.38,P,2023-09-01 14:15:17.315794
Sticker | slaxz- | Rio 2022,"3,086",0.38,P,2023-09-01 14:15:18.930789
Sticker | drop | Rio 2022,"3,525",0.38,P,2023-09-01 14:15:18.930789
Sticker | F1KU | Rio 2022,"2,097",0.38,P,2023-09-01 14:15:18.930789
Sticker | Spinx | Rio 2022,"2,927",0.39,P,2023-09-01 14:15:18.930789
Sticker | juanflatroo | Rio 2022,"3,327",0.39,P,2023-09-01 14:15:18.930789
Sticker | sjuush | Rio 2022,"2,805",0.39,P,2023-09-01 14:15:18.930789
Sticker | Fnatic | Rio 2022,"36,147",0.39,P,2023-09-01 14:15:18.930789
Sticker | Perfecto | Rio 2022,"3,077",0.39,P,2023-09-01 14:15:18.930789
Sticker | yuurih | Rio 2022,"2,516",0.40,P,2023-09-01 14:15:18.930789
Sticker | sinnopsyy | Rio 2022,"2,026",0.40,P,2023-09-01 14:15:18.930789
Sticker | dupreeh | Rio 2022,"1,977",0.42,P,2023-09-01 14:15:22.099183
Sticker | EliGE | Rio 2022,"5,406",0.42,P,2023-09-01 14:15:22.099183
Sticker | fame | Rio 2022,"1,863",0.43,P,2023-09-01 14:15:22.099183
Sticker | lauNX | Rio 2022,"3,247",0.43,P,2023-09-01 14:15:22.099183
Sticker | refrezh | Rio 2022,"2,822",0.46,P,2023-09-01 14:15:22.099183
Sticker | xertioN | Rio 2022,"2,146",0.46,P,2023-09-01 14:15:22.099183
Sticker | n0rb3r7 | Rio 2022,"3,455",0.47,P,2023-09-01 14:15:22.099183
Sticker | Zyphon | Rio 2022,"4,194",0.49,P,2023-09-01 14:15:22.099183
Sticker | FL1T | Rio 2022,"6,584",0.50,P,2023-09-01 14:15:22.099183
